"name"
"stats","start","end","BigName","itemtype.href","itemtype.text","rarity","index","url"
"Accuracy","89","89","","","","","486","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Staff (IV)"
"Attack","10","19","Cypress Pole (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","487","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Cypress Pole (XII)"
"Magic","11","27","","","","","488","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Cypress Pole (XII)"
"Mind","22","53","","","","","489","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Cypress Pole (XII)"
"Accuracy","89","89","","","","","490","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Cypress Pole (XII)"
"Attack","16","39","Dark Bow (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bow","Type: Bow","3","491","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dark Bow (V)"
"Magic","6","15","","","","","492","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dark Bow (V)"
"Mind","6","15","","","","","493","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dark Bow (V)"
"Accuracy","89","89","","","","","494","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dark Bow (V)"
"Attack","17","41","Elven Bow (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bow","Type: Bow","3","495","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Elven Bow (V)"
"Magic","7","16","","","","","496","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Elven Bow (V)"
"Mind","7","16","","","","","497","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Elven Bow (V)"
"Accuracy","89","89","","","","","498","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Elven Bow (V)"
"Attack","18","43","Aevis Killer (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bow","Type: Bow","3","499","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aevis Killer (XII)"
"Magic","7","16","","","","","500","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aevis Killer (XII)"
"Mind","7","16","","","","","501","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aevis Killer (XII)"
"Accuracy","89","89","","","","","502","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aevis Killer (XII)"
"Attack","13","30","Silver Harp (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Instrument","Type: Instrument","3","503","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Harp (V)"
"Magic","9","20","","","","","504","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Harp (V)"
"Mind","9","20","","","","","505","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Harp (V)"
"Accuracy","89","89","","","","","506","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Harp (V)"
"Attack","13","30","Blitz Whip (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Whip","Type: Whip","3","507","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Blitz Whip (IV)"
"Magic","19","45","","","","","508","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Blitz Whip (IV)"
"Accuracy","89","89","","","","","509","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Blitz Whip (IV)"
"Attack","17","40","Shuriken (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Thrown","Type: Thrown","3","510","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shuriken (III)"
"Accuracy","89","89","","","","","511","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shuriken (III)"
"Defense","17","41","Golden Shield (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","3","512","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Shield (V)"
"Resistance","11","26","","","","","513","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Shield (V)"
"Evasion","102","102","","","","","514","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Shield (V)"
"Defense","18","44","Diamond Shield (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","3","515","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Shield (V)"
"Resistance","12","27","","","","","516","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Shield (V)"
"Evasion","102","102","","","","","517","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Shield (V)"
"Defense","16","40","Shell Shield (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","3","518","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shell Shield (XII)"
"Resistance","13","29","","","","","519","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shell Shield (XII)"
"Evasion","102","102","","","","","520","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shell Shield (XII)"
"Defense","16","39","Flame Shield (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","3","521","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Shield (IV)"
"Resistance","10","24","","","","","522","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Shield (IV)"
"Evasion","102","102","","","","","523","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Shield (IV)"
"Defense","16","39","Ice Shield (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","3","524","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Shield (IV)"
"Resistance","10","24","","","","","525","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Shield (IV)"
"Evasion","102","102","","","","","526","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Shield (IV)"
"Defense","13","36","Aegis Shield (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Shield","Type: Shield","3","527","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aegis Shield (IV)"
"Resistance","15","35","","","","","528","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aegis Shield (IV)"
"Evasion","102","102","","","","","529","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aegis Shield (IV)"
"Defense","12","26","Gold Hairpin (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hat","Type: Hat","3","530","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gold Hairpin (V)"
"Magic","7","15","","","","","531","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gold Hairpin (V)"
"Resistance","22","51","","","","","532","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gold Hairpin (V)"
"Mind","5","11","","","","","533","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gold Hairpin (V)"
"Evasion","99","99","","","","","534","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gold Hairpin (V)"
"Defense","11","26","Lamia's Tiara (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hat","Type: Hat","3","535","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lamia's Tiara (V)"
"Magic","6","12","","","","","536","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lamia's Tiara (V)"
"Resistance","21","52","","","","","537","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lamia's Tiara (V)"
"Mind","5","11","","","","","538","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lamia's Tiara (V)"
"Evasion","99","99","","","","","539","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lamia's Tiara (V)"
"Defense","13","26","Circlet (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hat","Type: Hat","3","540","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Circlet (V)"
"Magic","5","11","","","","","541","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Circlet (V)"
"Resistance","21","51","","","","","542","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Circlet (V)"
"Mind","5","11","","","","","543","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Circlet (V)"
"Evasion","99","99","","","","","544","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Circlet (V)"
"Attack","3","3","Red Cap (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hat","Type: Hat","3","545","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Red Cap (VI)"
"Defense","12","28","","","","","546","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Red Cap (VI)"
"Magic","5","11","","","","","547","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Red Cap (VI)"
"Resistance","23","54","","","","","548","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Red Cap (VI)"
"Mind","5","11","","","","","549","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Red Cap (VI)"
"Evasion","99","99","","","","","550","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Red Cap (VI)"
"Defense","12","27","Black Cowl (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hat","Type: Hat","3","551","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Cowl (IV)"
"Magic","5","11","","","","","552","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Cowl (IV)"
"Resistance","23","54","","","","","553","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Cowl (IV)"
"Mind","5","11","","","","","554","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Cowl (IV)"
"Evasion","99","99","","","","","555","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Cowl (IV)"
"Attack","3","6","Dragon Helm (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","3","556","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dragon Helm (III)"
"Defense","20","48","","","","","557","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dragon Helm (III)"
"Resistance","18","43","","","","","558","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dragon Helm (III)"
"Evasion","99","99","","","","","559","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dragon Helm (III)"
"Attack","3","6","Viking Helm (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","3","560","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Viking Helm (III)"
"Defense","19","46","","","","","561","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Viking Helm (III)"
"Resistance","17","41","","","","","562","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Viking Helm (III)"
"Evasion","99","99","","","","","563","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Viking Helm (III)"
"Attack","2","5","Ice Helm (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","3","564","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Helm (III)"
"Defense","18","38","","","","","565","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Helm (III)"
"Resistance","16","39","","","","","566","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Helm (III)"
"Evasion","99","99","","","","","567","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Helm (III)"
"Attack","3","6","Golden Helm (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","3","568","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Helm (VI)"
"Defense","19","46","","","","","569","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Helm (VI)"
"Resistance","17","41","","","","","570","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Helm (VI)"
"Evasion","99","99","","","","","571","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Helm (VI)"
"Attack","3","6","Diamond Helm (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Helm","Type: Helm","3","572","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Helm (VI)"
"Defense","21","51","","","","","573","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Helm (VI)"
"Resistance","19","45","","","","","574","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Helm (VI)"
"Evasion","99","99","","","","","575","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Helm (VI)"
"Defense","19","45","Mirage Vest (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Light%20Armor","Type: Light Armor","3","576","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mirage Vest (V)"
"Resistance","19","45","","","","","577","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mirage Vest (V)"
"Evasion","109","109","","","","","578","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mirage Vest (V)"
"Attack","5","5","Black Belt Gi (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Light%20Armor","Type: Light Armor","3","579","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Belt Gi (III)"
"Defense","20","47","","","","","580","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Belt Gi (III)"
"Resistance","20","47","","","","","581","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Belt Gi (III)"
"Evasion","99","99","","","","","582","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Black Belt Gi (III)"
"Defense","20","48","Diamond Vest (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Light%20Armor","Type: Light Armor","3","583","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Vest (VI)"
"Resistance","20","48","","","","","584","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Vest (VI)"
"Evasion","99","99","","","","","585","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Vest (VI)"
"Defense","25","61","Knight Armor (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","586","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Knight Armor (III)"
"Resistance","11","26","","","","","587","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Knight Armor (III)"
"Evasion","99","99","","","","","588","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Knight Armor (III)"
"Defense","25","59","Demon Mail (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","589","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Demon Mail (III)"
"Resistance","11","25","","","","","590","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Demon Mail (III)"
"Evasion","99","99","","","","","591","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Demon Mail (III)"
"Defense","27","63","Golden Armor (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","592","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Armor (VI)"
"Resistance","11","26","","","","","593","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Armor (VI)"
"Evasion","99","99","","","","","594","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Armor (VI)"
"Defense","24","58","Flame Mail (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","595","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Mail (IV)"
"Resistance","10","24","","","","","596","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Mail (IV)"
"Evasion","99","99","","","","","597","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Mail (IV)"
"Defense","24","58","Ice Armor (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","598","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Armor (IV)"
"Resistance","10","24","","","","","599","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Armor (IV)"
"Evasion","99","99","","","","","600","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Armor (IV)"
"Defense","24","58","Mythril Vest (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","601","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mythril Vest (VI)"
"Resistance","10","24","","","","","602","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mythril Vest (VI)"
"Evasion","99","99","","","","","603","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mythril Vest (VI)"
"Defense","25","59","Mythril Mail (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","3","604","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mythril Mail (VI)"
"Resistance","11","25","","","","","605","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mythril Mail (VI)"
"Evasion","99","99","","","","","606","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mythril Mail (VI)"
"Defense","15","129","Dark Armor (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Armor","Type: Armor","5","607","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Armor (IV)"
"Resistance","6","71","","","","","608","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Armor (IV)"
"Evasion","96","100","","","","","609","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Dark Armor (IV)"
"Defense","15","35","Luminous Robe (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","3","610","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Luminous Robe (V)"
"Magic","4","4","","","","","611","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Luminous Robe (V)"
"Resistance","25","60","","","","","612","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Luminous Robe (V)"
"Evasion","99","99","","","","","613","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Luminous Robe (V)"
"Defense","15","37","White Dress (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","3","614","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_White Dress (VI)"
"Resistance","26","63","","","","","615","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_White Dress (VI)"
"Evasion","99","99","","","","","616","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_White Dress (VI)"
"Defense","16","38","Magus Robe (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","3","617","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magus Robe (VI)"
"Resistance","27","65","","","","","618","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magus Robe (VI)"
"Evasion","99","99","","","","","619","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magus Robe (VI)"
"Defense","16","38","Sage's Surplice (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","3","620","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Sage's Surplice (IV)"
"Resistance","27","65","","","","","621","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Sage's Surplice (IV)"
"Mind","4","4","","","","","622","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Sage's Surplice (IV)"
"Evasion","99","99","","","","","623","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Sage's Surplice (IV)"
"Defense","17","39","Magician Robe (IX)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Robe","Type: Robe","3","624","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magician Robe (IX)"
"Magic","3","3","","","","","625","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magician Robe (IX)"
"Resistance","27","65","","","","","626","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magician Robe (IX)"
"Evasion","99","99","","","","","627","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Magician Robe (IX)"
"Attack","4","10","Silver Armlet (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","3","628","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Armlet (VII)"
"Defense","10","24","","","","","629","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Armlet (VII)"
"Magic","4","10","","","","","630","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Armlet (VII)"
"Resistance","14","34","","","","","631","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Armlet (VII)"
"Mind","4","10","","","","","632","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Armlet (VII)"
"Evasion","99","99","","","","","633","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Armlet (VII)"
"Attack","5","10","Diamond Bangle (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","3","634","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Bangle (VII)"
"Defense","11","25","","","","","635","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Bangle (VII)"
"Magic","5","10","","","","","636","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Bangle (VII)"
"Resistance","15","35","","","","","637","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Bangle (VII)"
"Mind","5","10","","","","","638","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Bangle (VII)"
"Evasion","99","99","","","","","639","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Bangle (VII)"
"Attack","5","10","Rune Armlet (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","3","640","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Armlet (VII)"
"Defense","11","25","","","","","641","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Armlet (VII)"
"Magic","7","13","","","","","642","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Armlet (VII)"
"Resistance","13","30","","","","","643","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Armlet (VII)"
"Mind","5","10","","","","","644","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Armlet (VII)"
"Evasion","99","99","","","","","645","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Armlet (VII)"
"Attack","5","11","Shinra Beta (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","3","646","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shinra Beta (VII)"
"Defense","11","26","","","","","647","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shinra Beta (VII)"
"Magic","5","11","","","","","648","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shinra Beta (VII)"
"Resistance","13","31","","","","","649","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shinra Beta (VII)"
"Mind","5","11","","","","","650","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shinra Beta (VII)"
"Evasion","99","99","","","","","651","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Shinra Beta (VII)"
"Defense","3","3","Star Pendant (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Accessory","Type: Accessory","3","652","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Star Pendant (VII)"
"Defense","3","3","Silver Glasses (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Accessory","Type: Accessory","3","653","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Silver Glasses (VII)"
